,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,times,distance,max_dist,res
4889,1,3,698420,0,1,1,6,1,0,120,0,4.375722543,0.051883879,0.933333333,50,254,52,1
4890,6,3,698460,0,1,1,5,1,0,30,0,4.327635328,0.104179535,0.816666667,131,258,13,1
4891,1,3,698494,0,4,0,0,0,0,60,0,2.305555556,0.011323862,0.813333333,27,258,43,1
4892,4,3,699141,1,4,1,7,1,0,30,0,1,0,0,1,0,0,0
4893,4,3,699142,1,4,1,0,1,0,30,0,2.981308411,0.043716972,0.825,52,167,30,0
4894,1,3,699153,0,10,2,7,0,0,60,0,3.228070175,0.012559193,0.73,13,200,82,1
4895,3,3,699417,1,6,2,7,0,0,60,0,3.625615764,0.05044266,0.8375,71,240,16,1
4896,4,3,699440,1,2,0,3,0,0,60,0,3.469728601,0.113993549,0.936666667,143,253,20,1
4897,6,3,699461,0,3,2,3,1,0,30,0,1.8,0.005490358,0.425,29,223,34,1
4898,1,3,699488,0,10,0,1,1,0,120,0,3.954911433,0.168485348,0.893333333,160,256,6,1
4899,1,3,699503,0,2,2,4,0,0,60,0,2.409836066,0.010019903,0.663333333,14,220,39,1
4900,1,3,699651,0,12,1,5,0,0,120,0,2.990049751,0.041177682,0.926666667,92,240,14,1
4901,1,3,700079,1,8,0,0,0,0,120,0,4.136627907,0.097591106,0.933333333,91,261,25,1
4902,5,3,836614,1,8,1,8,2,0,60,0,5.398406375,0.092924302,0.71,30,76,20,0
4903,5,3,895524,1,8,1,8,2,0,90,0,4.095166163,0.372040354,0.9425,267,269,2,1
4904,5,1,898594,0,11,1,5,2,0,60,0,6.812110922,0.826024295,0.928333333,267,268,4,1
4905,0,1,905042,0,0,0,8,1,0,60,0,3.867924528,0.112483701,0.74,160,268,19,1
4906,2,3,943374,1,6,2,4,2,0,30,0,6.290672451,0.198956832,0.72,156,257,27,0
4907,5,1,984347,1,12,0,7,1,0,60,0,4.809443508,0.391393865,0.945,175,265,27,1
4908,4,1,991843,0,6,0,7,1,0,30,0,4.979502196,0.233340196,0.966666667,133,264,21,1
4909,0,3,998493,0,8,0,8,2,0,60,0,5.577287066,0.485278979,0.71,241,268,8,1
4910,3,0,1018685,1,4,2,1,1,0,60,0,2.160458453,0.051677991,0.415,35,45,7,0
4911,5,3,1021350,1,3,2,9,2,0,90,0,2.399209486,0.041589459,0.72,36,212,55,0
4912,5,0,1034674,1,7,0,5,1,0,60,0,4.948372615,0.302518702,0.87875,143,236,9,1
4913,0,1,1035023,0,3,2,2,1,0,60,0,3.327102804,0.073227644,0.7,145,247,9,1
4914,5,3,1042726,1,6,0,2,1,0,60,0,4.855737705,0.101571615,0.842,37,241,42,0
4915,3,0,1044992,1,10,1,6,1,0,60,0,2.884892086,0.054972205,0.84,101,228,9,1
4916,5,2,1045091,1,5,0,1,2,0,60,0,2.508196721,0.020931988,0.74,16,58,11,0
4917,3,2,1049036,1,5,0,2,1,0,120,0,2.559748428,0.055795759,0.8375,111,234,9,1
4918,4,1,1053702,1,6,1,5,1,0,90,0,3.203846154,0.057099719,0.926666667,103,268,44,1
4919,5,1,1064492,1,8,1,8,1,0,120,0,3.995841996,0.263743051,0.9425,171,255,12,1
4920,3,0,1068316,1,6,0,3,1,0,75,0,2.425242718,0.085649578,0,187,240,21,1
4921,2,3,1076015,1,6,0,7,1,0,60,0,2.801324503,0.028961636,0.925,58,245,22,1
4922,3,3,1082062,1,5,2,2,1,0,60,1,2.135860979,0.092718413,0.925,185,240,6,1
4923,5,0,1090738,1,10,0,6,1,1,150,0,2.337078652,0.02848123,0.753333333,59,222,25,0
4924,5,0,1097354,1,8,1,5,1,0,90,0,2.500860585,0.09964999,0.8,109,240,16,1
4925,3,0,1105628,0,0,2,8,1,0,60,0,2.019490255,0.092375266,0.761428571,124,237,21,0
4926,1,3,1118432,0,5,1,2,1,0,60,0,5.641577061,0.107954156,0.586666667,77,254,18,1
4927,2,2,1187586,1,6,1,7,2,0,90,0,3.06557377,0.038432503,0.92125,144,248,24,1
4928,2,2,1268772,1,6,1,7,2,0,60,0,3.36744186,0.049619106,0.758571429,67,226,73,0
4929,2,2,1270832,0,8,4,8,1,0,60,0,3.653658537,0.102738316,0.84,120,229,11,1
4930,5,0,1347198,1,10,0,7,1,0,60,0,3.408577878,0.103561869,0.898,81,233,15,1
4931,5,3,1348205,1,0,1,8,1,0,60,0,5.96555436,0.38027589,0.94125,160,262,20,1
4932,5,1,1359554,1,1,0,8,1,0,60,0,3.240270728,0.131356805,0.892857143,94,264,24,1
4933,5,2,1398489,1,4,2,0,1,0,60,0,3.315420561,0.097316588,0.848571429,82,227,26,1
4934,0,1,1402638,0,1,1,2,1,0,60,0,3.272277228,0.04529545,0.736666667,71,250,24,1
4935,4,2,1410398,1,5,1,2,1,0,60,0,3.049586777,0.025255645,0.756666667,53,231,32,1
4936,5,3,1413902,1,2,2,0,1,0,120,0,3.67771639,0.136984421,0.55,108,268,14,0
4937,0,1,1414443,0,12,0,9,1,0,120,0,5.125,0.101228468,0.59,42,211,14,0
4938,1,1,1421720,1,5,1,0,1,2,120,0,2.145454545,0.040422758,0.841428571,74,256,23,1
4939,3,1,1442991,1,6,1,6,1,0,210,0,1.898916968,0.036030471,0,116,260,31,1
4940,3,0,1446954,0,1,0,5,1,0,60,0,2.462365591,0.078512113,0.7575,67,139,8,0
4941,2,3,1449245,0,6,1,4,1,0,30,0,3.270491803,0.027314529,0.66,17,125,29,0
4942,4,2,1457691,1,0,2,0,1,0,90,0,3.286644951,0.069178505,0.836666667,102,225,10,1
4943,5,2,1465407,1,1,0,4,1,0,60,0,5.096685083,0.126552742,0.8975,50,224,15,1
4944,0,1,1465690,1,11,1,3,1,0,120,0,3.665427509,0.135268684,0.82,161,268,24,1
4945,2,2,1470291,0,9,1,6,1,0,90,0,2.929411765,0.017020108,0.743,91,237,33,1
4946,0,3,1472925,0,0,2,3,1,1,60,1,3.978494624,0.025324274,0,76,236,32,1
4947,5,3,1473878,1,6,1,2,1,0,120,1,4.189690722,0.139386453,0.756666667,110,268,42,1
4948,3,3,1482413,1,0,0,1,1,0,60,0,1.649635036,0.015441631,0.758,64,112,21,0
4949,0,1,1488959,1,3,0,6,1,0,60,0,4.891752577,0.130190104,0.646666667,147,242,11,1
4950,5,2,1498823,1,9,2,3,1,2,150,0,3.663865546,0.029853819,0,6,14,9,0
4951,6,1,1498979,0,0,2,5,1,0,30,0,3.285714286,0.018873104,0.95,32,225,44,1
4952,5,3,1501577,1,9,0,6,1,0,120,0,3.770562771,0.119483906,0,126,233,24,1
4953,2,3,1501614,1,6,2,7,1,0,90,0,3.466998755,0.190995814,0.8375,219,269,8,1
4954,3,1,1509881,0,6,0,0,1,0,60,1,2.130801688,0.034589253,0.683333333,57,230,17,0
4955,3,0,1510198,0,8,0,7,1,0,70,1,3.535469108,0.211996431,0.9425,143,240,20,1
4956,5,0,1510285,1,0,2,6,1,0,60,0,4.785953177,0.196348912,0.808333333,133,240,15,1
4957,6,1,1516666,0,0,2,1,1,0,30,0,2,0.000343147,0,1,0,0,0
4958,1,1,1521687,0,8,1,6,1,0,120,0,2,0.003500103,0.776666667,9,103,67,0
4959,3,1,1522631,0,0,0,2,1,0,90,0,2.600493218,0.144670922,0.67,190,261,8,0
4960,5,0,1531287,1,11,0,3,1,0,60,0,5.745253165,0.249124974,0.91,87,233,37,1
4961,5,0,1532840,1,0,0,1,1,0,60,0,4.869653768,0.328117494,0.867777778,121,233,15,1
4962,1,3,1533277,0,12,2,3,1,0,60,0,2.819512195,0.039599204,0.446666667,49,204,15,1
4963,6,1,1537673,0,3,2,1,1,0,30,0,2.05,0.002745179,0,7,104,73,0
4964,1,1,1541133,0,6,0,4,1,0,150,1,2.686792453,0.097659735,0.918571429,165,268,13,0
4965,5,1,1541472,1,8,1,8,1,0,60,0,4.48156682,0.133415689,0.827777778,97,262,20,1
4966,1,3,1547646,0,12,0,7,1,0,60,0,3.36199095,0.050923066,0.8,84,259,20,1
4967,5,2,1548052,0,2,0,2,1,0,60,0,5.930662558,0.264086199,0.76,56,135,28,0
4968,1,2,1559428,0,6,1,9,1,0,60,0,2.178571429,0.004117768,0.823333333,8,105,36,0
4969,5,1,1559964,1,0,2,2,1,0,60,0,3.976162098,0.228879281,0.95,150,261,17,1
4970,2,3,1561750,0,6,2,0,1,1,60,0,3.182222222,0.049070071,0.83,150,253,51,0
4971,1,3,1564706,1,10,1,1,1,0,60,0,3.496753247,0.073845309,0.48,93,246,10,1
4972,2,2,1568828,1,10,1,7,1,0,30,0,2.942492013,0.063139112,0.95,101,231,13,1
4973,3,3,1591864,0,0,1,2,1,1,90,0,4.258503401,0.042893418,0.781,121,239,90,1
4974,5,3,1603549,1,3,1,6,1,0,60,0,2.412844037,0.054080022,0.803333333,97,249,23,1
4975,3,0,1611842,0,7,0,8,1,0,70,0,2.180661578,0.058746826,0.7875,97,240,14,1
4976,1,2,1611973,0,9,0,4,1,0,60,0,2.914285714,0.020931988,0.708571429,32,198,17,0
4977,0,1,1618738,1,3,2,8,1,0,60,0,5.679245283,0.041246311,0.826666667,19,242,36,1
4978,1,2,1625718,0,9,0,0,1,0,60,0,2.782407407,0.041177682,0.892857143,106,228,14,1
4979,1,2,1626021,0,3,2,1,1,0,60,0,2.107526882,0.013382747,0.786666667,34,222,29,1
4980,3,0,1626418,1,0,2,1,0,0,60,0,1.752066116,0.014480818,0.49125,64,232,16,1
4981,5,0,1627071,1,3,2,9,1,1,120,1,2.444444444,0.001441219,0,1,0,0,0
4982,5,1,1636725,1,6,1,7,1,0,60,0,4.033783784,0.081874957,0.834285714,79,247,14,1
4983,3,0,1640773,1,5,0,2,1,0,60,0,2.710723192,0.074531604,0.92375,138,239,9,1
4984,5,1,1641344,1,6,0,4,1,0,60,0,5.041526375,0.308214947,0.968571429,153,257,13,1
4985,3,1,1644568,0,0,2,4,1,0,60,1,2,6.86E-05,0,1,0,0,0
4986,2,3,1646172,1,12,0,9,1,0,30,0,3.315068493,0.033148034,0.776666667,38,269,35,1
4987,2,3,1658963,1,0,0,6,1,0,150,0,2.594339623,0.018804475,0.836363636,86,213,53,1
4988,5,3,1658963,1,0,0,6,1,0,150,0,4.123015873,0.071237389,0,86,213,53,1
4989,1,0,1659662,0,3,0,8,1,0,60,0,4.025,0.066227438,0.832857143,65,240,19,1
4990,4,2,1661805,1,9,2,1,1,0,30,0,5.58,0.267998078,0.936666667,151,240,12,1
4991,4,3,1664171,1,5,2,4,1,1,45,1,2.5,0.001990255,0.92,16,256,180,0
4992,3,0,1664920,1,5,1,1,2,1,90,0,2.167115903,0.055109464,0.78875,98,226,14,1
4993,2,3,1671022,1,12,1,7,2,0,60,0,2.986794718,0.170681491,0.905,192,256,7,1
4994,3,2,1671761,1,0,0,4,1,0,60,0,1.829059829,0.058678196,0.66,81,125,5,0
4995,2,2,1672690,1,7,1,8,1,0,30,0,1.333333333,0.001029442,0,3,22,17,0
4996,2,3,1674799,1,8,1,6,2,0,60,0,3.054200542,0.077276783,0.952,151,249,68,1
4997,1,0,1678401,0,1,2,5,1,1,180,0,2.965870307,0.05957038,0.668333333,43,229,37,1
4998,6,1,1678445,0,9,2,7,1,0,30,0,3.541958042,0.069453023,0.8625,125,247,14,1
4999,3,1,1678800,1,6,0,3,1,2,90,0,2.077235772,0.035001029,0,153,261,46,1
5000,3,1,1679727,1,6,0,7,1,0,60,0,2.218461538,0.049413218,0.785,121,253,12,1
5001,3,1,1679862,1,6,0,7,0,0,135,1,1.798994975,0.024500721,0.78,28,229,37,0
5002,5,1,1694120,1,7,1,8,1,0,90,0,3.594493116,0.197035207,0.831428571,163,268,11,1
5003,6,1,1699264,0,7,2,4,1,0,60,0,3.071428571,0.017637774,0.806666667,34,227,28,0
5004,0,3,1715896,1,8,0,7,1,0,60,0,4.091658084,0.272596253,0.8,179,268,6,1
5005,1,2,1719114,0,3,2,3,1,0,60,0,4.653225806,0.039530574,0.834285714,63,219,12,1
5006,3,0,1719566,1,6,0,4,1,0,60,0,3.102803738,0.045501338,0.555,54,233,18,1
5007,5,0,1720712,1,5,2,4,1,0,90,0,3.47850208,0.17205408,0.948333333,148,233,11,1
5008,5,3,1722493,0,6,1,3,1,0,60,0,3.934700076,0.355569281,0.702857143,191,251,19,0
5009,4,1,1725109,1,10,1,4,1,0,90,0,5.424586777,0.360304715,0.993333333,191,265,17,1
5010,0,1,1729319,0,6,1,3,1,0,60,0,3.669376694,0.092855672,0.786666667,119,244,11,1
5011,1,2,1730702,0,5,2,6,1,2,120,0,1.6,0.000480406,0.62,34,135,87,0
5012,1,1,1731564,0,2,2,3,1,0,60,0,2.410958904,0.024088944,0.788333333,48,236,27,1
5013,5,3,1733664,0,3,1,9,1,0,60,0,6.626530612,0.445611145,0.7475,68,106,21,0
5014,3,2,1735651,1,11,2,6,1,0,60,0,2.737451737,0.097247958,0.64,120,241,13,1
5015,5,2,1738364,1,8,1,8,1,0,60,0,4.324175824,0.107954156,0.876,97,225,14,1
5016,0,1,1746134,1,0,0,5,1,0,60,0,3.506887052,0.087296685,0.836666667,74,241,26,1
5017,1,0,1747892,0,2,2,4,1,1,210,0,2.311267606,0.11255233,0.787142857,170,240,7,1
5018,2,3,1752813,0,2,1,1,1,0,60,0,2.583333333,0.044609155,0.96,85,269,20,1
5019,5,3,1752994,1,4,0,0,1,0,60,1,3.801886792,0.193535104,0.904285714,84,230,29,1
5020,1,0,1753965,1,7,0,0,0,1,60,0,3.876033058,0.128680255,0.84,168,239,9,1
5021,3,1,1756165,0,4,1,2,0,0,60,0,2.410182517,0.172122709,0.705,164,261,8,1
5022,1,3,1757561,0,6,2,3,1,1,60,0,3.196141479,0.068149063,0.826666667,43,260,127,0
5023,1,2,1763653,0,12,0,4,1,1,120,0,4.810383747,0.14618077,0.901428571,163,234,12,1
5024,5,2,1768223,1,5,2,7,2,0,60,0,5.7,0.050785807,0.72,60,228,30,1
5025,1,0,1770733,0,10,1,4,1,0,120,0,3.182352941,0.037059914,0.835714286,51,238,26,1
5026,6,3,1777563,0,5,2,4,1,0,30,0,2.888888889,0.005284469,0.675,19,226,45,1
5027,1,1,1778145,0,7,2,5,1,0,60,1,2.771653543,0.048246517,0.818571429,69,262,21,1
5028,2,2,1781834,1,2,1,2,1,0,75,0,3.928719008,0.260929243,0.842857143,252,268,24,1
5029,4,1,1781834,1,2,1,2,1,0,115,0,4.768321513,0.27678265,0,252,268,24,1
5030,4,2,1810414,1,8,1,8,1,0,30,0,4,0.017775033,0,93,226,37,1
5031,6,1,1813731,1,0,2,4,1,0,60,0,2.613636364,0.00782376,0.856666667,29,185,27,1
5032,5,3,1818385,0,12,2,2,1,1,120,1,3.81372549,0.133415689,0.823333333,127,264,30,1
5033,3,1,1819994,1,8,1,6,2,1,120,0,2.621621622,0.079816073,0.9175,188,256,8,1
5034,5,2,1821249,1,8,2,5,1,1,60,0,3.176470588,0.003637362,0.806666667,50,234,203,0
5035,2,3,1826819,1,6,1,3,1,0,60,0,3.284530387,0.08153181,0.985,96,255,24,1
5036,6,3,1827650,0,0,0,1,0,0,30,0,2.717391304,0.008510054,0.825,54,264,39,1
5037,5,3,1836241,1,6,0,5,1,0,60,0,3.178881988,0.175554183,0.863333333,158,264,12,1
5038,4,2,1839181,1,12,1,5,1,0,90,0,3.060301508,0.041726717,0.9,63,241,28,1
5039,5,0,1844150,1,12,0,3,2,0,60,0,3.87808642,0.172397227,0.675,96,218,14,1
5040,1,0,1847146,0,3,2,9,1,0,120,0,2.541984733,0.045638597,0.721428571,94,240,17,1
5041,2,2,1855583,0,6,1,3,1,0,60,0,3.41958042,0.033491181,0.77,104,254,20,1
5042,5,1,1859038,1,2,0,3,0,0,270,0,5.284436494,0.202662823,0.915555556,140,264,12,1
5043,0,1,1860318,1,9,2,3,1,0,300,1,4.83728278,0.210074806,0.636666667,221,267,9,1
5044,1,2,1864697,0,1,0,5,0,0,60,0,4.818481848,0.200329421,0.951428571,116,233,20,1
5045,1,3,1874935,0,8,0,3,1,0,120,0,1.984848485,0.008921831,0.47,28,235,56,1
5046,5,2,1875728,1,2,0,7,1,0,60,0,4.501265823,0.121954567,0.8325,88,204,14,1
5047,2,2,1876636,0,9,0,5,1,0,120,0,4.042699725,0.201358863,0.892727273,183,267,21,1
5048,5,3,1877902,1,5,0,6,1,0,60,0,4.777210884,0.19271155,0.91,132,246,15,1
5049,5,2,1884024,1,8,2,8,1,0,60,0,2.821917808,0.014069041,0.74,11,115,25,0
5050,3,1,1887928,1,5,1,0,1,0,90,0,2.080508475,0.03362844,0.685,108,260,16,1
5051,1,1,1889565,0,7,0,6,1,0,60,0,2.555555556,0.034657882,0.841428571,88,242,18,1
5052,1,3,1891028,0,8,0,9,1,1,60,0,1.676923077,0.007411983,0.365,8,111,57,0
5053,2,2,1891323,1,2,0,8,1,0,60,0,2.675572519,0.048040629,0.9,91,236,11,1
5054,5,0,1896915,1,8,2,9,1,0,60,0,3.225433526,0.038226615,0,19,135,82,0
5055,1,3,1903095,0,0,2,9,1,0,60,0,4.604761905,0.066296068,0.54,50,250,27,1
5056,3,2,1903131,1,0,2,3,1,1,120,0,2.461538462,0.002127514,0,11,146,68,0
5057,3,1,1903477,1,10,1,8,1,0,90,0,1.75,0.055178093,0.785,97,233,21,1
5058,2,3,1906003,0,11,0,4,1,0,150,0,2.318181818,0.017431885,0.8,51,241,23,1
5059,2,2,1906919,1,5,2,0,1,0,60,0,4.683453237,0.08928694,0.836666667,190,234,21,1
5060,3,0,1906919,1,5,2,0,1,0,60,0,3.455375254,0.233751973,0,190,234,21,0
5061,1,0,1912438,0,9,2,2,1,0,60,0,2.689781022,0.05051129,0.947142857,68,224,20,1
5062,5,1,1917335,0,2,0,5,0,0,100,0,6.005050505,0.489534006,0.798888889,255,268,5,1
5063,1,0,1923618,0,7,1,4,1,0,60,0,4.444108761,0.20183927,0.945714286,203,239,4,1
5064,2,2,1924641,1,6,1,5,1,0,120,0,2.912162162,0.029510672,0.515,129,264,24,0
5065,4,1,1924641,1,6,1,5,1,0,120,0,4.044176707,0.069041246,0,129,264,24,1
5066,3,3,1925789,1,7,1,8,1,0,60,0,1.543352601,0.018255439,0.8375,48,239,36,1
5067,0,3,1926668,1,3,2,2,1,0,60,0,4.163212435,0.110218928,0.646666667,77,255,23,1
5068,1,0,1930367,0,1,0,8,1,0,90,0,3.006666667,0.030883261,0.875714286,33,194,31,1
5069,5,0,1930949,1,3,2,2,1,0,150,0,2.772182254,0.079267037,0.78,77,130,7,0
5070,1,2,1932474,0,4,1,7,1,0,60,0,2.221311475,0.018529957,0.78,37,220,26,1
5071,5,2,1933534,1,11,1,2,1,1,120,0,3.416326531,0.057374236,0.594,44,225,56,0
5072,3,3,1935155,0,3,0,1,0,0,60,0,2.207900208,0.072815867,0.825,165,259,7,1
5073,5,1,1935735,1,3,0,1,1,0,360,0,3.698473282,0.132935282,0.648,149,263,24,0
5074,3,3,1935774,1,9,0,3,0,3,60,0,1.872340426,0.005970764,0,21,204,125,0
5075,2,3,1936285,1,6,1,3,1,0,120,0,3.239740821,0.102875575,0.955,176,265,14,1
5076,0,1,1942396,0,0,2,3,1,0,120,1,3.252336449,0.023814426,0.466666667,44,249,38,1
5077,5,1,1945945,1,3,2,1,0,0,60,0,5.227188082,0.385217212,0.692,207,268,6,1
5078,1,1,1946308,0,0,2,6,1,0,60,0,2.136054422,0.043030677,0.843333333,81,262,17,1
5079,5,3,1948159,0,4,0,8,1,1,60,0,4.176291793,0.188525153,0.957777778,172,266,34,1
5080,6,3,1950911,0,9,2,3,1,0,30,0,2.98019802,0.020588841,0.675,41,230,38,1
5081,5,1,1950923,1,5,2,1,1,0,60,0,3.527472527,0.132111729,0.81,109,264,13,1
5082,3,2,1951727,1,0,0,8,0,0,60,0,2.281012658,0.061766523,0.93,136,240,9,1
5083,4,1,1954230,1,5,0,0,1,0,30,0,3.524714829,0.063550889,0.853333333,78,231,16,1
5084,2,3,1960479,1,6,0,9,1,0,30,1,2.860962567,0.073364903,0.745,106,268,13,1
5085,2,3,1961938,1,3,1,7,1,0,30,0,2.946735395,0.117630911,0.9375,144,263,7,1
5086,1,1,1963287,0,11,3,0,0,0,60,0,2.1,0.004255027,0.595,5,46,25,0
5087,3,1,1963677,1,5,2,0,0,0,60,1,2.006756757,0.040697275,0.825,88,261,27,1
5088,1,0,1971393,0,11,2,2,1,0,60,0,3.572815534,0.05044266,0.851428571,72,235,11,1
5089,1,3,1972832,0,10,0,7,0,0,120,0,2.416666667,0.005902134,0.523333333,23,249,42,1
5090,0,3,1975209,1,7,2,3,1,0,60,0,4.128318584,0.127993961,0.613333333,141,260,10,1
5091,5,1,1983921,1,5,0,5,1,0,120,0,4,0.090247752,0.5725,90,259,28,1
5092,1,3,1989014,0,6,1,5,1,0,60,0,3.883534137,0.132660765,0.666666667,98,237,11,1
5093,6,1,1993905,0,11,2,1,0,0,30,0,2.77,0.05696246,0.783333333,153,253,13,1
5094,5,3,1995177,1,11,1,6,0,0,120,0,4.344585091,0.211927802,0.89125,152,269,15,1
5095,4,1,1995532,1,2,4,7,1,0,60,0,3.27607362,0.036579507,0.903333333,55,238,37,1
5096,2,2,1997164,1,2,4,7,1,0,60,0,5.13125,0.056276165,0.935,116,233,35,1
5097,5,3,1998834,1,8,0,4,0,0,80,0,2.256157635,0.031363668,0.7875,73,266,15,1
5098,5,0,2000491,1,3,2,1,1,0,90,0,6.098701299,0.161073365,0.818571429,59,220,15,1
5099,4,2,2002664,0,6,1,8,1,0,30,0,4.514367816,0.107748267,0.816666667,106,227,18,1
5100,3,0,2006894,1,8,4,8,2,0,60,0,2.619402985,0.048109258,0.9525,75,223,21,1
5101,2,3,2013403,0,7,0,4,1,0,60,0,3.784194529,0.08537506,0.93,117,268,19,1
5102,2,3,2020916,1,4,2,3,1,0,30,0,2.119402985,0.009676755,0.725454545,105,237,41,1
5103,1,0,2023366,0,7,2,5,1,0,120,0,3.48089172,0.074943381,0.931428571,109,231,9,1
5104,4,3,2024200,1,6,1,6,1,0,30,0,5.100917431,0.076247341,0.97,44,128,14,0
5105,3,3,2025354,1,6,1,6,1,0,70,0,4.290983607,0.215496534,0.9075,172,261,19,1
5106,2,3,2026585,1,2,1,7,1,0,60,0,3.608222491,0.204721708,0.88,237,236,27,1
5107,4,2,2026585,1,2,1,7,1,0,30,0,3.753459119,0.204721708,0,237,236,27,1
5108,3,0,2028388,1,3,2,3,1,0,90,0,2.503690037,0.093061561,0.52125,119,236,11,1
5109,1,1,2029037,0,11,2,0,1,0,60,0,3.868656716,0.088875163,0.752857143,106,246,12,1
5110,5,0,2034533,0,8,0,6,0,0,130,1,1.913043478,0.005970764,0,10,191,129,0
5111,3,1,2034802,1,6,1,8,2,0,130,0,2.729559748,0.08928694,0.93,85,234,22,1
5112,1,3,2035574,0,1,2,7,1,0,120,0,3.481481481,0.051540732,0.86,94,262,12,1
5113,3,0,2036685,1,6,1,9,1,1,60,0,3.045454545,0.013725894,0.53,12,53,16,0
5114,3,3,2039810,1,6,1,7,1,1,60,0,2.234567901,0.024775238,0.838888889,115,249,34,1
5115,5,0,2045818,1,7,2,5,1,0,60,0,3.883478261,0.153180976,0.758333333,77,239,27,1
5116,4,1,2046324,0,6,1,2,1,0,30,0,5.722222222,0.120101572,0.81,47,158,14,0
5117,1,3,2049740,0,3,2,9,1,0,60,0,3.006802721,0.030265596,0.245,20,95,36,0
5118,5,0,2051035,1,11,2,2,0,0,60,0,4.587458746,0.095326333,0.818,88,233,18,1
5119,6,3,2053521,0,9,0,1,1,1,30,1,3.064356436,0.042413012,0.9,80,247,13,1
5120,5,2,2055321,1,2,1,5,1,0,60,0,5.2,0.042756159,0.613333333,22,211,34,0
5121,3,3,2057959,0,7,1,5,1,0,60,0,2.218213058,0.088532016,0.95,130,260,19,1
5122,0,1,2062879,0,0,0,5,0,0,60,0,3.426914153,0.101297097,0.586666667,140,243,8,0
5123,1,1,2062995,0,6,1,1,1,0,60,0,2.30875576,0.034314735,0.755,46,260,30,1
5124,5,3,2065972,1,1,2,3,1,0,60,0,3.354077253,0.107199231,0.784285714,87,253,15,1
5125,2,3,2067377,1,3,1,4,2,0,60,0,4.119777159,0.101434356,0.945,104,266,22,1
5126,5,1,2071595,1,6,2,9,1,0,60,0,3.257961783,0.070139318,0.86,47,151,59,0
5127,3,3,2075945,0,9,0,1,1,0,90,0,3.388888889,0.096218516,0.89,132,259,9,1
5128,3,2,2077023,1,7,2,2,0,0,130,0,2.088105727,0.032461739,0.7275,56,236,14,1
5129,1,2,2080885,0,10,0,4,1,0,60,0,2.815789474,0.007274724,0.814285714,12,219,46,1
5130,5,3,2081123,1,11,0,1,0,0,60,0,2.248847926,0.033422552,0.71,92,264,21,1
5131,0,3,2086400,1,6,0,6,1,0,60,0,2.720338983,0.154141788,0.656666667,216,269,12,1
5132,2,2,2088765,0,8,1,8,1,0,60,1,4.681818182,0.558369364,0.8925,242,234,30,1
5133,5,0,2090053,1,0,0,3,0,0,60,0,3.629791895,0.227369432,0.78,172,240,7,1
5134,1,3,2091096,1,11,2,2,1,0,60,0,2.572700297,0.059433121,0.7,80,235,20,1
5135,1,3,2091193,1,11,2,7,1,0,60,0,3.687657431,0.100404914,0.786666667,79,262,24,1
5136,5,3,2096251,1,8,2,3,1,0,60,0,3.855491329,0.137258939,0.801428571,123,263,20,1
5137,3,1,2098405,1,8,1,8,2,0,60,0,2.666167665,0.122160456,0.8925,191,261,5,1
5138,5,1,2112291,1,7,0,5,1,0,120,1,6.807212205,0.336764807,0.92,103,172,9,0
5139,4,1,2134237,1,4,1,2,1,0,90,0,3.521428571,0.067600027,0,89,234,35,1
5140,4,1,2134304,1,6,2,6,1,0,60,0,5.541516245,0.210623842,0,103,234,15,1
5141,5,1,2137171,1,0,1,2,0,0,60,0,4.31097561,0.09697344,0,135,263,32,1
5142,3,3,2142243,1,11,2,5,0,0,60,0,2.889952153,0.08283577,0.805,107,240,11,1
5143,2,2,2146277,0,0,0,7,1,0,90,0,3.677248677,0.047628852,0.896,143,252,22,1
5144,0,1,2146792,1,5,1,1,2,0,60,0,3.442708333,0.090659529,0.686666667,181,261,10,1
5145,2,2,2147713,1,10,0,6,1,0,150,0,2.797136038,0.080365109,0.68,86,241,18,1
5146,5,1,2148540,0,12,2,6,0,0,60,0,4.15370019,0.150161279,0.638,104,266,25,1
5147,1,2,2148859,0,0,2,4,0,0,60,0,2.562130178,0.029647931,0.782857143,53,220,25,1
5148,4,3,2151019,1,9,2,2,1,0,60,0,3.727272727,0.053393727,0.98,25,200,84,0
5149,0,1,2155014,0,11,2,7,0,0,60,1,4.922680412,0.065472514,0.71,54,235,14,1
5150,2,2,2156058,1,0,1,3,1,0,30,0,2.712643678,0.016127925,0.806666667,33,239,27,1
5151,2,3,2159868,0,6,0,2,1,0,30,0,3.823899371,0.041658088,0.7425,74,255,15,1
5152,5,1,2162410,0,7,1,4,1,0,60,0,3.970786517,0.121199643,0.924285714,129,235,16,1
5153,3,2,2172136,1,1,0,4,0,0,60,0,2.185185185,0.068766728,0,128,240,40,1
5154,1,1,2174835,0,12,0,5,1,0,60,0,2.0625,0.006725688,0.871666667,22,235,29,1
5155,1,2,2181205,0,3,2,9,0,0,120,0,2.971590909,0.035824583,0.748333333,60,213,22,1
5156,5,3,2182293,1,5,0,2,1,0,120,1,3,0.000343147,0,1,0,0,0
5157,5,1,2182333,1,9,0,3,0,0,60,0,4.002141328,0.256468327,0.877142857,125,263,14,1
5158,4,3,2192061,1,1,1,7,1,0,30,0,3.302211302,0.092169378,0.963333333,117,251,16,1
